Auto	LfdNr	Datum	Betrag	Text	Beleg	Bez.am	Soll	Haben	Steuer	Kategorie	Abschluss	Konto
A	37611	04.11.2024	-899,95	Abführung Online bezahlt		04.11.2024			0	Abführung	4119	1600
A	37612	04.11.2024	-11,5	Abführung Online PayPal		04.11.2024			0	Abführung	4119	1600
A	37613	05.11.2024	694,47	Barzahlung 7%		05.11.2024			7	Umsatzerlöse	4120	1600
A	37614	05.11.2024	37,23	Barzahlung 19%		05.11.2024			19	Umsatzerlöse	4120	1600
A	37615	05.11.2024	438,3	lieferando Online bezahlt 7%		05.11.2024			7	Umsatzerlöse	4120	1600
A	37616	05.11.2024	31,4	lieferando Online bezahlt 19%		05.11.2024			19	Umsatzerlöse	4120	1600
A	37617	05.11.2024	219,9	ordersmart Online PayPal 7%		05.11.2024			7	Umsatzerlöse	4120	1600
A	37618	05.11.2024	5	ordersmart Online PayPal 19%		05.11.2024			19	Umsatzerlöse	4120	1600
A	37619	05.11.2024	297,5	ordersmart Online bezahlt 7%		05.11.2024			7	Umsatzerlöse	4120	1600
A	37620	05.11.2024	8,5	ordersmart Online bezahlt 19%		05.11.2024			19	Umsatzerlöse	4120	1600
A	37621	05.11.2024	88,73	ec-Karte 7%		05.11.2024			7	Umsatzerlöse	4120	1600
A	37622	05.11.2024	2,07	ec-Karte 19%		05.11.2024			19	Umsatzerlöse	4120	1600
A	37623	05.11.2024	-90,8	Abführung ec-Karte		05.11.2024			0	Abführung	4120	1600
A	37624	05.11.2024	-775,7	Abführung Online bezahlt		05.11.2024			0	Abführung	4120	1600
A	37625	05.11.2024	-224,9	Abführung Online PayPal		05.11.2024			0	Abführung	4120	1600
A	37626	06.11.2024	624,2	Barzahlung 7%		06.11.2024			7	Umsatzerlöse	4121	1600
A	37627	06.11.2024	591,16	lieferando Online bezahlt 7%		06.11.2024			7	Umsatzerlöse	4121	1600
A	37628	06.11.2024	64,5	lieferando Online bezahlt 19%		06.11.2024			19	Umsatzerlöse	4121	1600
A	37629	06.11.2024	17,7	Barzahlung 19%		06.11.2024			19	Umsatzerlöse	4121	1600
A	37630	06.11.2024	108	ordersmart Online PayPal 7%		06.11.2024			7	Umsatzerlöse	4121	1600
A	37631	06.11.2024	6,5	ordersmart Online PayPal 19%		06.11.2024			19	Umsatzerlöse	4121	1600
A	37632	06.11.2024	24,03	Online Bezahlt 7%		06.11.2024			7	Umsatzerlöse	4121	1600
A	37633	06.11.2024	33,9	ordersmart Online bezahlt 7%		06.11.2024			7	Umsatzerlöse	4121	1600
A	37634	06.11.2024	1	ordersmart Online bezahlt 19%		06.11.2024			19	Umsatzerlöse	4121	1600
A	37635	06.11.2024	20,4	ec-Karte 7%		06.11.2024			7	Umsatzerlöse	4121	1600
A	37636	06.11.2024	1	ec-Karte 19%		06.11.2024			19	Umsatzerlöse	4121	1600
A	37637	06.11.2024	-24,03	Abführung Überweisung		06.11.2024			0	Abführung	4121	1600
A	37638	06.11.2024	-21,4	Abführung ec-Karte		06.11.2024			0	Abführung	4121	1600
A	37639	06.11.2024	-690,56	Abführung Online bezahlt		06.11.2024			0	Abführung	4121	1600
A	37640	06.11.2024	-114,5	Abführung Online PayPal		06.11.2024			0	Abführung	4121	1600
A	37641	07.11.2024	679,2	Barzahlung 7%		07.11.2024			7	Umsatzerlöse	4122	1600
A	37642	07.11.2024	29,75	Barzahlung 19%		07.11.2024			19	Umsatzerlöse	4122	1600
A	37643	07.11.2024	578,19	lieferando Online bezahlt 7%		07.11.2024			7	Umsatzerlöse	4122	1600
A	37644	07.11.2024	51,7	lieferando Online bezahlt 19%		07.11.2024			19	Umsatzerlöse	4122	1600
A	37645	07.11.2024	81,7	ordersmart Online bezahlt 7%		07.11.2024			7	Umsatzerlöse	4122	1600
A	37646	07.11.2024	2,5	ordersmart Online bezahlt 19%		07.11.2024			19	Umsatzerlöse	4122	1600
A	37647	07.11.2024	10,5	ec-Karte 7%		07.11.2024			7	Umsatzerlöse	4122	1600
A	37648	07.11.2024	143,1	ordersmart Online PayPal 7%		07.11.2024			7	Umsatzerlöse	4122	1600
A	37649	07.11.2024	5,5	ordersmart Online PayPal 19%		07.11.2024			19	Umsatzerlöse	4122	1600
A	37650	07.11.2024	25,11	Online Bezahlt 7%		07.11.2024			7	Umsatzerlöse	4122	1600
A	37651	07.11.2024	1	Online Bezahlt 19%		07.11.2024			19	Umsatzerlöse	4122	1600
A	37652	07.11.2024	-26,11	Abführung Überweisung		07.11.2024			0	Abführung	4122	1600
A	37653	07.11.2024	-10,5	Abführung ec-Karte		07.11.2024			0	Abführung	4122	1600
A	37654	07.11.2024	-714,09	Abführung Online bezahlt		07.11.2024			0	Abführung	4122	1600
A	37655	07.11.2024	-148,6	Abführung Online PayPal		07.11.2024			0	Abführung	4122	1600
A	37656	08.11.2024	1266,56	lieferando Online bezahlt 7%		08.11.2024			7	Umsatzerlöse	4123	1600
A	37657	08.11.2024	74,6	lieferando Online bezahlt 19%		08.11.2024			19	Umsatzerlöse	4123	1600
A	37658	08.11.2024	721	Barzahlung 7%		08.11.2024			7	Umsatzerlöse	4123	1600
A	37659	08.11.2024	24	Barzahlung 19%		08.11.2024			19	Umsatzerlöse	4123	1600
A	37660	08.11.2024	58,3	ordersmart Online bezahlt 7%		08.11.2024			7	Umsatzerlöse	4123	1600
A	37661	08.11.2024	2	ordersmart Online bezahlt 19%		08.11.2024			19	Umsatzerlöse	4123	1600
A	37662	08.11.2024	253,7	ordersmart Online PayPal 7%		08.11.2024			7	Umsatzerlöse	4123	1600
A	37663	08.11.2024	10	ordersmart Online PayPal 19%		08.11.2024			19	Umsatzerlöse	4123	1600
A	37664	08.11.2024	106,3	ec-Karte 7%		08.11.2024			7	Umsatzerlöse	4123	1600
A	37665	08.11.2024	5,7	ec-Karte 19%		08.11.2024			19	Umsatzerlöse	4123	1600
A	37666	08.11.2024	67,7	Online Bezahlt 7%		08.11.2024			7	Umsatzerlöse	4123	1600
A	37667	08.11.2024	2	Online Bezahlt 19%		08.11.2024			19	Umsatzerlöse	4123	1600
A	37668	08.11.2024	-69,7	Abführung Überweisung		08.11.2024			0	Abführung	4123	1600
A	37669	08.11.2024	-112	Abführung ec-Karte		08.11.2024			0	Abführung	4123	1600
A	37670	08.11.2024	-1401,46	Abführung Online bezahlt		08.11.2024			0	Abführung	4123	1600
A	37671	08.11.2024	-263,7	Abführung Online PayPal		08.11.2024			0	Abführung	4123	1600
A	37672	09.11.2024	202,3	ordersmart Online PayPal 7%		09.11.2024			7	Umsatzerlöse	4124	1600
A	37673	09.11.2024	5	ordersmart Online PayPal 19%		09.11.2024			19	Umsatzerlöse	4124	1600
A	37674	09.11.2024	695,6	Barzahlung 7%		09.11.2024			7	Umsatzerlöse	4124	1600
A	37675	09.11.2024	29,55	Barzahlung 19%		09.11.2024			19	Umsatzerlöse	4124	1600
A	37676	09.11.2024	1003,61	lieferando Online bezahlt 7%		09.11.2024			7	Umsatzerlöse	4124	1600
A	37677	09.11.2024	80,75	lieferando Online bezahlt 19%		09.11.2024			19	Umsatzerlöse	4124	1600
A	37678	09.11.2024	386,2	ordersmart Online bezahlt 7%		09.11.2024			7	Umsatzerlöse	4124	1600
A	37679	09.11.2024	12,5	ordersmart Online bezahlt 19%		09.11.2024			19	Umsatzerlöse	4124	1600
A	37680	09.11.2024	161,28	Online Bezahlt 7%		09.11.2024			7	Umsatzerlöse	4124	1600
A	37681	09.11.2024	2,5	Online Bezahlt 19%		09.11.2024			19	Umsatzerlöse	4124	1600
A	37682	09.11.2024	-163,78	Abführung Überweisung		09.11.2024			0	Abführung	4124	1600
A	37683	09.11.2024	-1483,06	Abführung Online bezahlt		09.11.2024			0	Abführung	4124	1600
A	37684	09.11.2024	-207,3	Abführung Online PayPal		09.11.2024			0	Abführung	4124	1600
A	37685	10.11.2024	750,81	Barzahlung 7%		10.11.2024			7	Umsatzerlöse	4125	1600
A	37686	10.11.2024	40,6	Barzahlung 19%		10.11.2024			19	Umsatzerlöse	4125	1600
A	37687	10.11.2024	1355,78	lieferando Online bezahlt 7%		10.11.2024			7	Umsatzerlöse	4125	1600
A	37688	10.11.2024	107,9	lieferando Online bezahlt 19%		10.11.2024			19	Umsatzerlöse	4125	1600
A	37689	10.11.2024	217	ordersmart Online bezahlt 7%		10.11.2024			7	Umsatzerlöse	4125	1600
A	37690	10.11.2024	5,5	ordersmart Online bezahlt 19%		10.11.2024			19	Umsatzerlöse	4125	1600
A	37691	10.11.2024	84,1	ordersmart Online PayPal 7%		10.11.2024			7	Umsatzerlöse	4125	1600
A	37692	10.11.2024	3	ordersmart Online PayPal 19%		10.11.2024			19	Umsatzerlöse	4125	1600
A	37693	10.11.2024	21	ec-Karte 7%		10.11.2024			7	Umsatzerlöse	4125	1600
A	37694	10.11.2024	-21	Abführung ec-Karte		10.11.2024			0	Abführung	4125	1600
A	37695	10.11.2024	-1686,18	Abführung Online bezahlt		10.11.2024			0	Abführung	4125	1600
A	37696	10.11.2024	-87,1	Abführung Online PayPal		10.11.2024			0	Abführung	4125	1600
A	37697	11.11.2024	619,6	Barzahlung 7%		11.11.2024			7	Umsatzerlöse	4126	1600
A	37698	11.11.2024	29,35	Barzahlung 19%		11.11.2024			19	Umsatzerlöse	4126	1600
A	37699	11.11.2024	385,8	ordersmart Online bezahlt 7%		11.11.2024			7	Umsatzerlöse	4126	1600
A	37700	11.11.2024	7	ordersmart Online bezahlt 19%		11.11.2024			19	Umsatzerlöse	4126	1600
A	37701	11.11.2024	437,38	lieferando Online bezahlt 7%		11.11.2024			7	Umsatzerlöse	4126	1600
A	37702	11.11.2024	53,56	lieferando Online bezahlt 19%		11.11.2024			19	Umsatzerlöse	4126	1600
A	37703	11.11.2024	65,7	ordersmart Online PayPal 7%		11.11.2024			7	Umsatzerlöse	4126	1600
A	37704	11.11.2024	3	ordersmart Online PayPal 19%		11.11.2024			19	Umsatzerlöse	4126	1600
A	37705	11.11.2024	19,17	Online Bezahlt 7%		11.11.2024			7	Umsatzerlöse	4126	1600
A	37706	11.11.2024	1	Online Bezahlt 19%		11.11.2024			19	Umsatzerlöse	4126	1600
A	37707	11.11.2024	-20,17	Abführung Überweisung		11.11.2024			0	Abführung	4126	1600
A	37708	11.11.2024	-883,74	Abführung Online bezahlt		11.11.2024			0	Abführung	4126	1600
A	37709	11.11.2024	-68,7	Abführung Online PayPal		11.11.2024			0	Abführung	4126	1600
A	37710	12.11.2024	696,99	lieferando Online bezahlt 7%		12.11.2024			7	Umsatzerlöse	4127	1600
A	37711	12.11.2024	42,05	lieferando Online bezahlt 19%		12.11.2024			19	Umsatzerlöse	4127	1600
A	37712	12.11.2024	198,3	ec-Karte 7%		12.11.2024			7	Umsatzerlöse	4127	1600
A	37713	12.11.2024	630,9	Barzahlung 7%		12.11.2024			7	Umsatzerlöse	4127	1600
A	37714	12.11.2024	45,25	Barzahlung 19%		12.11.2024			19	Umsatzerlöse	4127	1600
A	37715	12.11.2024	173,4	ordersmart Online bezahlt 7%		12.11.2024			7	Umsatzerlöse	4127	1600
A	37716	12.11.2024	7	ordersmart Online bezahlt 19%		12.11.2024			19	Umsatzerlöse	4127	1600
A	37717	12.11.2024	138,6	ordersmart Online PayPal 7%		12.11.2024			7	Umsatzerlöse	4127	1600
A	37718	12.11.2024	4	ordersmart Online PayPal 19%		12.11.2024			19	Umsatzerlöse	4127	1600
A	37719	12.11.2024	61,8	Online Bezahlt 7%		12.11.2024			7	Umsatzerlöse	4127	1600
A	37720	12.11.2024	3	Online Bezahlt 19%		12.11.2024			19	Umsatzerlöse	4127	1600
A	37721	12.11.2024	-64,8	Abführung Überweisung		12.11.2024			0	Abführung	4127	1600
A	37722	12.11.2024	-198,3	Abführung ec-Karte		12.11.2024			0	Abführung	4127	1600
A	37723	12.11.2024	-919,44	Abführung Online bezahlt		12.11.2024			0	Abführung	4127	1600
A	37724	12.11.2024	-142,6	Abführung Online PayPal		12.11.2024			0	Abführung	4127	1600
A	37725	13.11.2024	571,1	lieferando Online bezahlt 7%		13.11.2024			7	Umsatzerlöse	4128	1600
A	37726	13.11.2024	46,55	lieferando Online bezahlt 19%		13.11.2024			19	Umsatzerlöse	4128	1600
A	37727	13.11.2024	696,5	Barzahlung 7%		13.11.2024			7	Umsatzerlöse	4128	1600
A	37728	13.11.2024	16,35	Barzahlung 19%		13.11.2024			19	Umsatzerlöse	4128	1600
A	37729	13.11.2024	199	ordersmart Online bezahlt 7%		13.11.2024			7	Umsatzerlöse	4128	1600
A	37730	13.11.2024	6,5	ordersmart Online bezahlt 19%		13.11.2024			19	Umsatzerlöse	4128	1600
A	37731	13.11.2024	23,9	ec-Karte 7%		13.11.2024			7	Umsatzerlöse	4128	1600
A	37732	13.11.2024	205,8	ordersmart Online PayPal 7%		13.11.2024			7	Umsatzerlöse	4128	1600
A	37733	13.11.2024	6	ordersmart Online PayPal 19%		13.11.2024			19	Umsatzerlöse	4128	1600
A	37734	13.11.2024	75,76	Online Bezahlt 7%		13.11.2024			7	Umsatzerlöse	4128	1600
A	37735	13.11.2024	5,7	Online Bezahlt 19%		13.11.2024			19	Umsatzerlöse	4128	1600
A	37736	13.11.2024	-81,46	Abführung Überweisung		13.11.2024			0	Abführung	4128	1600
A	37737	13.11.2024	-23,9	Abführung ec-Karte		13.11.2024			0	Abführung	4128	1600
A	37738	13.11.2024	-823,15	Abführung Online bezahlt		13.11.2024			0	Abführung	4128	1600
A	37739	13.11.2024	-211,8	Abführung Online PayPal		13.11.2024			0	Abführung	4128	1600
A	37740	14.11.2024	812,5	Barzahlung 7%		14.11.2024			7	Umsatzerlöse	4129	1600
A	37741	14.11.2024	43,2	Barzahlung 19%		14.11.2024			19	Umsatzerlöse	4129	1600
A	37742	14.11.2024	625,1	lieferando Online bezahlt 7%		14.11.2024			7	Umsatzerlöse	4129	1600
A	37743	14.11.2024	35,78	lieferando Online bezahlt 19%		14.11.2024			19	Umsatzerlöse	4129	1600
A	37744	14.11.2024	246,5	ordersmart Online PayPal 7%		14.11.2024			7	Umsatzerlöse	4129	1600
A	37745	14.11.2024	9	ordersmart Online PayPal 19%		14.11.2024			19	Umsatzerlöse	4129	1600
A	37746	14.11.2024	281,8	ordersmart Online bezahlt 7%		14.11.2024			7	Umsatzerlöse	4129	1600
A	37747	14.11.2024	5,5	ordersmart Online bezahlt 19%		14.11.2024			19	Umsatzerlöse	4129	1600
A	37748	14.11.2024	23,04	Online Bezahlt 7%		14.11.2024			7	Umsatzerlöse	4129	1600
A	37749	14.11.2024	1	Online Bezahlt 19%		14.11.2024			19	Umsatzerlöse	4129	1600
A	37750	14.11.2024	10,9	ec-Karte 7%		14.11.2024			7	Umsatzerlöse	4129	1600
A	37751	14.11.2024	1	ec-Karte 19%		14.11.2024			19	Umsatzerlöse	4129	1600
A	37752	14.11.2024	-24,04	Abführung Überweisung		14.11.2024			0	Abführung	4129	1600
A	37753	14.11.2024	-11,9	Abführung ec-Karte		14.11.2024			0	Abführung	4129	1600
A	37754	14.11.2024	-948,18	Abführung Online bezahlt		14.11.2024			0	Abführung	4129	1600
A	37755	14.11.2024	-255,5	Abführung Online PayPal		14.11.2024			0	Abführung	4129	1600
A	37756	15.11.2024	662,3	Barzahlung 7%		15.11.2024			7	Umsatzerlöse	4130	1600
A	37757	15.11.2024	28,35	Barzahlung 19%		15.11.2024			19	Umsatzerlöse	4130	1600
A	37758	15.11.2024	276,8	ordersmart Online bezahlt 7%		15.11.2024			7	Umsatzerlöse	4130	1600
A	37759	15.11.2024	9,5	ordersmart Online bezahlt 19%		15.11.2024			19	Umsatzerlöse	4130	1600
A	37760	15.11.2024	1094,82	lieferando Online bezahlt 7%		15.11.2024			7	Umsatzerlöse	4130	1600
A	37761	15.11.2024	50,25	lieferando Online bezahlt 19%		15.11.2024			19	Umsatzerlöse	4130	1600
A	37762	15.11.2024	66,2	ordersmart Online PayPal 7%		15.11.2024			7	Umsatzerlöse	4130	1600
A	37763	15.11.2024	6,2	ordersmart Online PayPal 19%		15.11.2024			19	Umsatzerlöse	4130	1600
A	37764	15.11.2024	34	ec-Karte 7%		15.11.2024			7	Umsatzerlöse	4130	1600
A	37765	15.11.2024	103,6	Online Bezahlt 7%		15.11.2024			7	Umsatzerlöse	4130	1600
A	37766	15.11.2024	1	Online Bezahlt 19%		15.11.2024			19	Umsatzerlöse	4130	1600
A	37767	15.11.2024	-104,6	Abführung Überweisung		15.11.2024			0	Abführung	4130	1600
A	37768	15.11.2024	-34	Abführung ec-Karte		15.11.2024			0	Abführung	4130	1600
A	37769	15.11.2024	-1431,37	Abführung Online bezahlt		15.11.2024			0	Abführung	4130	1600
A	37770	15.11.2024	-72,4	Abführung Online PayPal		15.11.2024			0	Abführung	4130	1600
A	37771	16.11.2024	473	Barzahlung 7%		16.11.2024			7	Umsatzerlöse	4131	1600
A	37772	16.11.2024	60,7	Barzahlung 19%		16.11.2024			19	Umsatzerlöse	4131	1600
A	37773	16.11.2024	518,5	ordersmart Online bezahlt 7%		16.11.2024			7	Umsatzerlöse	4131	1600
A	37774	16.11.2024	10	ordersmart Online bezahlt 19%		16.11.2024			19	Umsatzerlöse	4131	1600
A	37775	16.11.2024	1593,89	lieferando Online bezahlt 7%		16.11.2024			7	Umsatzerlöse	4131	1600
A	37776	16.11.2024	45	lieferando Online bezahlt 19%		16.11.2024			19	Umsatzerlöse	4131	1600
A	37777	16.11.2024	320,2	ordersmart Online PayPal 7%		16.11.2024			7	Umsatzerlöse	4131	1600
A	37778	16.11.2024	10	ordersmart Online PayPal 19%		16.11.2024			19	Umsatzerlöse	4131	1600
A	37779	16.11.2024	68,5	Online Bezahlt 7%		16.11.2024			7	Umsatzerlöse	4131	1600
A	37780	16.11.2024	5,2	Online Bezahlt 19%		16.11.2024			19	Umsatzerlöse	4131	1600
A	37781	16.11.2024	54,1	ec-Karte 7%		16.11.2024			7	Umsatzerlöse	4131	1600
A	37782	16.11.2024	-73,7	Abführung Überweisung		16.11.2024			0	Abführung	4131	1600
A	37783	16.11.2024	-54,1	Abführung ec-Karte		16.11.2024			0	Abführung	4131	1600
A	37784	16.11.2024	-2167,39	Abführung Online bezahlt		16.11.2024			0	Abführung	4131	1600
A	37785	16.11.2024	-330,2	Abführung Online PayPal		16.11.2024			0	Abführung	4131	1600
A	37786	17.11.2024	1682,33	lieferando Online bezahlt 7%		17.11.2024			7	Umsatzerlöse	4132	1600
A	37787	17.11.2024	84,55	lieferando Online bezahlt 19%		17.11.2024			19	Umsatzerlöse	4132	1600
A	37788	17.11.2024	512,9	ordersmart Online bezahlt 7%		17.11.2024			7	Umsatzerlöse	4132	1600
A	37789	17.11.2024	13,5	ordersmart Online bezahlt 19%		17.11.2024			19	Umsatzerlöse	4132	1600
A	37790	17.11.2024	351,9	ordersmart Online PayPal 7%		17.11.2024			7	Umsatzerlöse	4132	1600
A	37791	17.11.2024	12,7	ordersmart Online PayPal 19%		17.11.2024			19	Umsatzerlöse	4132	1600
A	37792	17.11.2024	456,1	Barzahlung 7%		17.11.2024			7	Umsatzerlöse	4132	1600
A	37793	17.11.2024	27,3	ec-Karte 7%		17.11.2024			7	Umsatzerlöse	4132	1600
A	37794	17.11.2024	71,25	Barzahlung 19%		17.11.2024			19	Umsatzerlöse	4132	1600
A	37795	17.11.2024	67,96	Online Bezahlt 7%		17.11.2024			7	Umsatzerlöse	4132	1600
A	37796	17.11.2024	13	Online Bezahlt 19%		17.11.2024			19	Umsatzerlöse	4132	1600
A	37797	17.11.2024	-80,96	Abführung Überweisung		17.11.2024			0	Abführung	4132	1600
A	37798	17.11.2024	-27,3	Abführung ec-Karte		17.11.2024			0	Abführung	4132	1600
A	37799	17.11.2024	-2293,28	Abführung Online bezahlt		17.11.2024			0	Abführung	4132	1600
A	37800	17.11.2024	-364,6	Abführung Online PayPal		17.11.2024			0	Abführung	4132	1600
A	37801	18.11.2024	84,2	ec-Karte 7%		18.11.2024			7	Umsatzerlöse	4133	1600
A	37802	18.11.2024	220,8	Barzahlung 7%		18.11.2024			7	Umsatzerlöse	4133	1600
A	37803	18.11.2024	10,7	Barzahlung 19%		18.11.2024			19	Umsatzerlöse	4133	1600
A	37804	18.11.2024	334,96	lieferando Online bezahlt 7%		18.11.2024			7	Umsatzerlöse	4133	1600
A	37805	18.11.2024	18,7	lieferando Online bezahlt 19%		18.11.2024			19	Umsatzerlöse	4133	1600
A	37806	18.11.2024	109,3	ordersmart Online PayPal 7%		18.11.2024			7	Umsatzerlöse	4133	1600
A	37807	18.11.2024	4	ordersmart Online PayPal 19%		18.11.2024			19	Umsatzerlöse	4133	1600
A	37808	18.11.2024	-84,2	Abführung ec-Karte		18.11.2024			0	Abführung	4133	1600
A	37809	18.11.2024	-353,66	Abführung Online bezahlt		18.11.2024			0	Abführung	4133	1600
A	37810	18.11.2024	-113,3	Abführung Online PayPal		18.11.2024			0	Abführung	4133	1600
A	37811	19.11.2024	842	lieferando Online bezahlt 7%		19.11.2024			7	Umsatzerlöse	4134	1600
A	37812	19.11.2024	34	lieferando Online bezahlt 19%		19.11.2024			19	Umsatzerlöse	4134	1600
A	37813	19.11.2024	222,08	Barzahlung 7%		19.11.2024			7	Umsatzerlöse	4134	1600
